"","X","Area","Area.S","segment","Julian.Date","Season","Survey","Effort","Beaufort","Glare","Subjective","SST","DEPTH","DIST2SHORE","DIST125","phat","g0_ship","ds_ship","g0_plane","ds_plane","Species_DS_Num","Species_Hab_Num","NSights"
"1891",1891,100,106.944,"3040191.2011.26",204,2,1,8.912,3.571,3,2,25.46504784,-2930.734863,257.7665405,121579.253,0.113983029,0.663167547,0.171876669,-9999,-9999,-9999,1,0
"1894",1894,100,25.32,"3040430.2011.26",204,2,1,2.11,4.3,3,2,26.19514465,-2949.664307,253.9940186,119451.7109,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"1897",1897,100,48.828,"3040431.2011.26",204,2,1,4.069,4.3,3,2,26.21738815,-2977.556641,262.3961792,127447.0967,0.123955453,0.663167547,0.186914232,-9999,-9999,-9999,1,0
"1900",1900,100,120.444,"3040670.2011.26",204,2,1,10.037,4.4,2.502,2,26.57818031,-2979.745361,259.4273071,125539.0767,0.125382741,0.663167547,0.189066461,-9999,-9999,-9999,1,0
"1903",1903,100,120.408,"3040910.2011.26",204,2,1,10.034,4.677,2,2,26.54189491,-3007.150635,265.1697388,132033.7767,0.129413154,0.663167547,0.195143979,-9999,-9999,-9999,1,0
"1906",1906,100,120.288,"3041150.2011.26",204,2,1,10.024,4.8,2,2,26.64852715,-3033.934814,270.8701477,138943.7449,0.131239468,0.663167547,0.197897905,-9999,-9999,-9999,1,0
"1909",1909,100,28.08,"3041390.2011.26",204,2,1,2.34,4.8,2,2,26.90662384,-3062.696045,276.8633118,146211.5258,0.131239468,0.663167547,0.197897905,-9999,-9999,-9999,1,0
"1912",1912,100,59.124,"3029201.2013.29",228,2,1,4.927,1.003,2.169,3,17.90793991,-326.7778015,141.1562958,3248.402929,0.282479639,0.663167547,0.425955161,-9999,-9999,-9999,1,0
"1915",1915,100,69.36,"3029202.2013.29",228,2,1,5.78,0.8,2,3,18.69225121,-801.199646,143.1022186,9377.145185,0.276915499,0.663167547,0.417564913,-9999,-9999,-9999,1,0
"1918",1918,100,120.516,"3029441.2013.29",228,2,1,10.043,2.039,3,3,18.22003555,-835.5617676,151.1132507,12852.48274,0.311982796,0.663167547,0.470443401,-9999,-9999,-9999,1,0
"1921",1921,100,51.18,"3029442.2013.29",228,2,1,4.265,1.572,2,3,18.95473289,-1253.045654,153.057724,17105.25116,0.29845936,0.663167547,0.450051214,-9999,-9999,-9999,1,0
"1924",1924,100,120.792,"3029443.2013.29",228,2,1,10.066,2.068,2,3,19.50663376,-1573.023193,155.0296173,23504.39802,0.312834289,0.663167547,0.471727379,-9999,-9999,-9999,1,0
"1927",1927,100,115.752,"3029444.2013.29",228,2,1,9.646,1.982,1.582,3,20.00295258,-1743.752075,158.9823456,30621.27489,0.310313098,0.663167547,0.46792564,-9999,-9999,-9999,1,0
"1930",1930,100,39.804,"3029445.2013.29",228,2,1,3.317,1.762,1,3,20.78780174,-1970.149414,161.9671631,38199.6642,0.303918068,0.663167547,0.458282479,-9999,-9999,-9999,1,0
"1933",1933,100,120.468,"3029446.2013.29",228,2,1,10.039,2.1,1,3,21.22439766,-2101.995605,165.962326,45207.83741,0.313775423,0.663167547,0.47314653,-9999,-9999,-9999,1,0
"1936",1936,100,150.072,"3029447.2013.29",228,2,1,12.506,1.769,0.321,3,21.55737495,-2185.373047,170.9701691,50804.22573,0.304120324,0.663167547,0.458587465,-9999,-9999,-9999,1,0
"1939",1939,100,120.444,"3029681.2013.29",228,2,1,10.037,2.3,3,3,18.20385361,-1141.80188,161.0703888,22784.01571,0.319694081,0.663167547,0.48207136,-9999,-9999,-9999,1,0
"1942",1942,100,118.416,"3029686.2013.29",228,2,1,9.868,1.2,0,3,21.27670097,-2253.194824,175.5099487,52297.35553,0.287948772,0.663167547,0.434202146,-9999,-9999,-9999,1,0
"1945",1945,100,16.956,"3029687.2013.29",228,2,1,1.413,1.2,0,3,21.48348045,-2358.500244,179.9180908,58978.42497,0.287948772,0.663167547,0.434202146,-9999,-9999,-9999,1,0
"1948",1948,100,120.564,"3029921.2013.29",228,2,1,10.047,2.389,3,3,18.22775078,-1354.293335,171.02771,25364.91908,0.322347859,0.663167547,0.486073029,-9999,-9999,-9999,1,0
"1951",1951,100,120.072,"3029926.2013.29",228,2,1,10.006,1.2,0,3,21.32893372,-2386.467285,184.8615723,58820.0548,0.287948772,0.663167547,0.434202146,-9999,-9999,-9999,1,0
"1954",1954,100,120.072,"3030886.2013.29",228,2,1,10.006,3.462,2.878,2.812,23.3166523,-2940.316895,221.6616669,81750.25581,0.293547763,0.663167547,0.434202146,-9999,-9999,-9999,1,0
"1957",1957,100,120.072,"3033767.2013.29",228,2,1,10.006,1.726,0.01,3,26.22942543,-4276.619141,340.0476685,141780.7779,0.30287917,0.663167547,0.434202146,-9999,-9999,-9999,1,0
"1960",1960,100,120.072,"3034967.2013.29",228,2,1,10.006,2.268,2,3,26.08551407,-4528.958496,388.7516785,168441.9291,0.318742897,0.663167547,0.434202146,-9999,-9999,-9999,1,0
"1963",1963,100,120.072,"3036407.2013.29",228,2,1,10.006,4.4,3,2,26.39716339,-4662.394531,447.4858398,208631.48,0.125382741,0.663167547,0.434202146,-9999,-9999,-9999,1,0
"1966",1966,100,82.656,"3030161.2013.29",228,2,1,6.888,2.8,3,3,18.41927147,-1551.609131,180.985199,25433.33651,0.334756972,0.663167547,0.504784912,-9999,-9999,-9999,1,0
"1969",1969,100,37.74,"3030162.2013.29",228,2,1,3.145,2.8,3,3,19.08469772,-1852.516968,182.8505554,35377.52806,0.334756972,0.663167547,0.504784912,-9999,-9999,-9999,1,0
"1972",1972,100,117.984,"3030166.2013.29",228,2,1,9.832,2.129,0.516,3,21.64834595,-2535.439941,193.8114014,65906.89363,0.314629731,0.663167547,0.474434753,-9999,-9999,-9999,1,0
"1975",1975,100,116.64,"3030402.2013.29",228,2,1,9.72,2.8,3,3,19.0916729,-1939.543091,191.8814545,37614.52031,0.334756972,0.663167547,0.504784912,-9999,-9999,-9999,1,0
"1978",1978,100,120.204,"3030406.2013.29",228,2,1,10.017,3.417,1.547,2.778,22.20915222,-2698.802734,202.7613678,73402.48372,0.281877202,0.663167547,0.425046738,-9999,-9999,-9999,1,0
"1981",1981,100,120.588,"3030642.2013.29",228,2,1,10.049,3.072,2.321,3,19.42205429,-2170.770508,201.8377686,40774.29532,0.343102481,0.663167547,0.517369227,-9999,-9999,-9999,1,0
"1984",1984,100,120.216,"3030646.2013.29",228,2,1,10.018,3.761,2,2.598,22.53869629,-2819.601807,212.7114563,78720.99125,0.239353097,0.663167547,0.360924021,-9999,-9999,-9999,1,0
"1987",1987,100,120.42,"3030882.2013.29",228,2,1,10.035,3.794,2,2.286,19.74798393,-2392.185547,211.79422,42097.68065,0.166688522,0.663167547,0.251352049,-9999,-9999,-9999,1,0
"1990",1990,100,110.244,"3031116.2013.29",228,2,1,9.187,2.43,0.779,3,18.15237236,-195.8272095,216.3326721,1119.964262,0.323574459,0.663167547,0.487922638,-9999,-9999,-9999,1,11
"1993",1993,100,120.096,"3031117.2013.29",228,2,1,10.008,2.3,0,3,18.26189041,-318.2816467,216.4091339,1490.233042,0.319694081,0.663167547,0.48207136,-9999,-9999,-9999,1,4
"1996",1996,100,120.096,"3031120.2013.29",228,2,1,10.008,2.66,0,2.703,19.14773941,-2175.87793,219.8949432,23454.70203,0.240610654,0.663167547,0.48207136,-9999,-9999,-9999,1,0
"1999",1999,100,120.12,"3031118.2013.29",228,2,1,10.01,2.243,0,3,18.45493889,-706.2300415,217.6706085,3477.322498,0.31800089,0.663167547,0.479518173,-9999,-9999,-9999,1,2
"2002",2002,100,120.108,"3031119.2013.29",228,2,1,10.009,1.882,0,3,18.75080681,-1547.28479,218.9857025,13457.61536,0.307396476,0.663167547,0.463527622,-9999,-9999,-9999,1,0
"2005",2005,100,120.972,"3031121.2013.29",228,2,1,10.081,3.811,0.871,2.388,19.72073555,-2423.432373,220.8166504,33453.53089,0.188709249,0.663167547,0.284557424,-9999,-9999,-9999,1,0
"2008",2008,100,112.476,"3031122.2013.29",228,2,1,9.373,4.691,1.636,2,20.50322914,-2514.202881,221.7507935,43452.89824,0.129619883,0.663167547,0.195455708,-9999,-9999,-9999,1,0
"2011",2011,100,120.036,"3031126.2013.29",228,2,1,10.003,3.4,3,3,23.62012291,-3058.372314,231.4949036,83274.81985,0.353297888,0.663167547,0.532743029,-9999,-9999,-9999,1,0
"2014",2014,100,120.024,"3031356.2013.29",228,2,1,10.002,2.955,2,2.754,18.39899635,-314.8956909,226.2978973,8439.903082,0.262364583,0.663167547,0.395623375,-9999,-9999,-9999,1,5
"2017",2017,100,120.024,"3035927.2013.29",228,2,1,10.002,3,3,2,26.18914032,-4675.601563,427.588623,194955.9751,0.10668434,0.663167547,0.395623375,-9999,-9999,-9999,1,0
"2020",2020,100,118.464,"3031366.2013.29",228,2,1,9.872,3.046,3,3,23.91604805,-3197.5,240.5623779,83997.14768,0.342300355,0.663167547,0.51615969,-9999,-9999,-9999,1,0
"2023",2023,100,120.06,"3031596.2013.29",228,2,1,10.005,2.607,1.022,3,18.74701881,-391.2380066,236.2632599,11504.76603,0.32889881,0.663167547,0.495951305,-9999,-9999,-9999,1,1
"2026",2026,100,120.06,"3031606.2013.29",228,2,1,10.005,3,3,3,24.01622391,-3333.148438,250.5128632,85508.65621,0.340883453,0.663167547,0.495951305,-9999,-9999,-9999,1,0
"2029",2029,100,120.012,"3031836.2013.29",228,2,1,10.001,2.395,2.365,3,19.3034935,-685.0845337,246.2287445,15323.42956,0.322527201,0.663167547,0.486343463,-9999,-9999,-9999,1,3
"2032",2032,100,120.18,"3031846.2013.29",228,2,1,10.015,2.817,3,3,24.12500381,-3431.009766,259.8218689,88122.37714,0.335275542,0.663167547,0.505566871,-9999,-9999,-9999,1,0
"2035",2035,100,115.824,"3032076.2013.29",228,2,1,9.652,2.3,3,3,20.42226219,-1215.289429,256.1943665,16408.36255,0.319694081,0.663167547,0.48207136,-9999,-9999,-9999,1,2
"2038",2038,100,112.212,"3032086.2013.29",228,2,1,9.351,2.705,3,3,24.50110817,-3533.142334,269.4140625,91757.16026,0.331866683,0.663167547,0.500426603,-9999,-9999,-9999,1,0
"2041",2041,100,119.82,"3032326.2013.29",228,2,1,9.985,2.289,1.685,3,25.05500412,-3630.841064,279.3647461,96297.45349,0.319366933,0.663167547,0.481578048,-9999,-9999,-9999,1,0
"2044",2044,100,120.9,"3032566.2013.29",228,2,1,10.075,1.1,3,3,25.49422073,-3777.604492,289.1997681,101621.9593,0.285164071,0.663167547,0.430003055,-9999,-9999,-9999,1,0
"2047",2047,100,20.736,"3032806.2013.29",228,2,1,1.728,1.1,3,3,25.77451706,-3860.352783,298.2662964,107614.3372,0.285164071,0.663167547,0.430003055,-9999,-9999,-9999,1,0
"2050",2050,100,99.372,"3032807.2013.29",228,2,1,8.281,1.1,2.359,3,25.8072319,-3980.813721,301.2510681,115559.5804,0.282038437,0.663167547,0.425289866,-9999,-9999,-9999,1,1
"2053",2053,100,112.848,"3033047.2013.29",228,2,1,9.404,1.127,1.306,3,25.7930069,-4071.703369,311.2001953,121687.4676,0.28591422,0.663167547,0.431134215,-9999,-9999,-9999,1,0
"2056",2056,100,111.468,"3033287.2013.29",228,2,1,9.289,1.871,1.28,3,25.82225037,-4136.000488,320.149353,128303.0112,0.30707664,0.663167547,0.463045336,-9999,-9999,-9999,1,0
"2059",2059,100,117.924,"3033527.2013.29",228,2,1,9.827,2.4,1,3,25.9344902,-4192.722656,330.0985107,135332.5199,0.322676695,0.663167547,0.486568888,-9999,-9999,-9999,1,0
"2062",2062,100,119.532,"3034007.2013.29",228,2,1,9.961,1.078,0,3,26.27458572,-4353.762695,348.9968262,146141.8131,0.284553782,0.663167547,0.429082791,-9999,-9999,-9999,1,0
"2065",2065,100,118.86,"3034247.2013.29",228,2,1,9.905,1.856,0,3,26.12836266,-4413.941895,358.9459534,151039.9623,0.306640818,0.663167547,0.462388154,-9999,-9999,-9999,1,0
"2068",2068,100,119.664,"3034487.2013.29",228,2,1,9.972,2,0,3,26.10805702,-4467.288574,368.89505,156424.7771,0.310839807,0.663167547,0.468719872,-9999,-9999,-9999,1,0
"2071",2071,100,116.4,"3034727.2013.29",228,2,1,9.7,2,1.073,3,26.05751419,-4469.112305,378.8441162,162238.9037,0.310839807,0.663167547,0.468719872,-9999,-9999,-9999,1,0
"2074",2074,100,81.456,"3035207.2013.29",228,2,1,6.788,2.629,2,3,26.07657242,-4547.48291,398.1390076,174930.1275,0.329563845,0.663167547,0.49695412,-9999,-9999,-9999,1,0
"2077",2077,100,108.396,"3035421.2013.29",228,2,1,9.033,4.352,0,2,25.73515511,-2530.84082,210.8574677,46642.39131,0.124695821,0.663167547,0.188030644,-9999,-9999,-9999,1,0
"2080",2080,100,3.636,"3035422.2013.29",228,2,1,0.303,4,0,2,25.58556747,-2535.193359,218.5309601,51895.9219,0.119760401,0.663167547,0.180588453,-9999,-9999,-9999,1,0
"2083",2083,100,16.116,"3035430.2013.29",228,2,1,1.343,4.2,3,2,26.02772331,-3201.429443,285.9675598,77617.82683,0.122542706,0.663167547,0.18478393,-9999,-9999,-9999,1,0
"2086",2086,100,95.736,"3035447.2013.29",228,2,1,7.978,2.882,3,2,26.07215309,-4567.23584,407.69104,181473.1632,0.105230051,0.663167547,0.158677926,-9999,-9999,-9999,1,0
"2089",2089,100,136.584,"3035660.2013.29",228,2,1,11.382,4.738,1,2,26.00106621,-2597.781982,209.999527,51211.49228,0.130316048,0.663167547,0.196505466,-9999,-9999,-9999,1,0
"2092",2092,100,67.668,"3035670.2013.29",228,2,1,5.639,4.2,3,2,25.98044777,-3315.042969,290.6104126,86675.36253,0.122542706,0.663167547,0.18478393,-9999,-9999,-9999,1,0
"2095",2095,100,124.86,"3035671.2013.29",228,2,1,10.405,4.2,3,2,26.18108368,-3423.844482,299.3381958,90172.18578,0.122542706,0.663167547,0.18478393,-9999,-9999,-9999,1,0
"2098",2098,100,94.86,"3035672.2013.29",228,2,1,7.905,4.67,3,1.217,26.26094437,-3504.596191,308.3936462,93899.70582,0.046626843,0.663167547,0.070309295,-9999,-9999,-9999,1,0
"2101",2101,100,120.084,"3035687.2013.29",228,2,1,10.007,3,3,2,26.09854126,-4619.961426,417.6398621,188246.4504,0.10668434,0.663167547,0.16087087,-9999,-9999,-9999,1,0
"2104",2104,100,82.956,"3036158.2013.29",228,2,1,6.913,4.8,2.012,1,26.52176476,-4222.13623,370.7697754,142825.2859,0.035362042,0.663167547,0.053322938,-9999,-9999,-9999,1,0
"2107",2107,100,127.344,"3036159.2013.29",228,2,1,10.612,4.641,1.603,1.397,26.54376984,-4242.075684,380.0053711,149526.4278,0.059076027,0.663167547,0.089081602,-9999,-9999,-9999,1,0
"2110",2110,100,42.084,"3036160.2013.29",228,2,1,3.507,4.4,1,2,26.56988716,-4268.693848,388.6639099,155221.0033,0.125382741,0.663167547,0.189066461,-9999,-9999,-9999,1,0
"2113",2113,100,112.92,"3036167.2013.29",228,2,1,9.41,3.96,3,2,26.3035183,-4720.400391,437.5372925,201784.3404,0.119210792,0.663167547,0.179759689,-9999,-9999,-9999,1,0
"2116",2116,100,16.5,"3036400.2013.29",228,2,1,1.375,4.4,1,2,26.95947075,-4373.880859,393.4632263,163558.7418,0.125382741,0.663167547,0.189066461,-9999,-9999,-9999,1,0
"2119",2119,100,41.664,"3036644.2013.29",228,2,1,3.472,4.8,2,1,27.09610558,-4039.99585,433.4645996,195528.2826,0.035362042,0.663167547,0.053322938,-9999,-9999,-9999,1,0
"2122",2122,100,125.028,"3036645.2013.29",228,2,1,10.419,4.8,1.844,1,26.84025764,-2690.526611,442.5263672,202148.7438,0.035362042,0.663167547,0.053322938,-9999,-9999,-9999,1,0
"2125",2125,100,125.76,"3036646.2013.29",228,2,1,10.48,4.645,1,1.387,26.67078209,-3751.52124,451.7444153,208918.6363,0.05832521,0.663167547,0.087949434,-9999,-9999,-9999,1,0
"2128",2128,100,133.392,"3036647.2013.29",228,2,1,11.116,4.4,2.8,2,26.51914787,-4754.757813,457.4342957,215724.9831,0.125382741,0.663167547,0.189066461,-9999,-9999,-9999,1,0
"2131",2131,100,55.716,"3036887.2013.29",228,2,1,4.643,4.4,1.338,2,26.62369919,-4787.698242,464.8711853,223041.3469,0.125382741,0.663167547,0.189066461,-9999,-9999,-9999,1,0
"2134",2134,100,97.284,"3037530.2013.29",228,2,1,8.107,3.5,3,2,22.35535049,-24.76363945,20.98561859,106161.6664,0.113051499,0.663167547,0.170472002,-9999,-9999,-9999,1,0
"2137",2137,100,57.348,"3037542.2013.29",228,2,1,4.779,2.5,0.801,3,23.16146278,-96.3660965,126.7731628,7746.784282,0.325674533,0.663167547,0.491089371,-9999,-9999,-9999,1,0
"2140",2140,100,18.264,"3037769.2013.29",228,2,1,1.522,3.5,0.11,2.11,22.57892799,-21.52134514,19.8852272,103921.1117,0.129855812,0.663167547,0.19581147,-9999,-9999,-9999,1,0
"2143",2143,100,102.828,"3037770.2013.29",228,2,1,8.569,3.5,0.199,2,22.76428986,-26.10430908,26.98347282,97834.1861,0.113051499,0.663167547,0.170472002,-9999,-9999,-9999,1,0
"2146",2146,100,189.984,"3037782.2013.29",228,2,1,15.832,2.609,0.361,3,23.26343346,-110.5971069,130.5090332,3098.7081,0.328959238,0.663167547,0.496042425,-9999,-9999,-9999,1,0
"2149",2149,100,104.172,"3037783.2013.29",228,2,1,8.681,3.054,1,3,23.17819405,-138.76297,139.9134064,5903.882274,0.342547066,0.663167547,0.516531708,-9999,-9999,-9999,1,0
"2152",2152,100,125.628,"3037784.2013.29",228,2,1,10.469,2.121,1.979,3,23.07285118,-228.8215485,148.7129822,13885.61802,0.314393927,0.663167547,0.47407918,-9999,-9999,-9999,1,0
"2155",2155,100,100.62,"3037785.2013.29",228,2,1,8.385,2.1,2,3,23.18241692,-426.9282227,158.2408752,21569.07882,0.313775423,0.663167547,0.47314653,-9999,-9999,-9999,1,0
"2158",2158,100,128.976,"3038009.2013.29",228,2,1,10.748,3.5,1,3,22.92290688,-24.0682373,27.81260872,96363.8539,0.356433338,0.663167547,0.53747102,-9999,-9999,-9999,1,0
"2161",2161,100,120.624,"3038022.2013.29",228,2,1,10.052,2.8,0,3,23.3741703,-158.6363525,134.8672028,136.8415021,0.334756972,0.663167547,0.504784912,-9999,-9999,-9999,1,0
"2164",2164,100,9.9,"3038247.2013.29",228,2,1,0.825,3.8,0,2,23.15009689,-18.96051979,19.73734665,103557.2704,0.117034958,0.663167547,0.176478718,-9999,-9999,-9999,1,0
"2167",2167,100,255.54,"3038248.2013.29",228,2,1,21.295,3.881,0,2,23.12199783,-26.02609444,28.89342499,96122.34669,0.118131967,0.663167547,0.178132914,-9999,-9999,-9999,1,0
"2170",2170,100,128.184,"3038249.2013.29",228,2,1,10.682,3.5,0.767,2.767,23.02723694,-28.22257996,35.9053154,89190.26247,0.280839925,0.663167547,0.423482612,-9999,-9999,-9999,1,0
"2173",2173,100,99.948,"3038262.2013.29",228,2,1,8.329,2.835,0,3,23.36944199,-346.43927,139.6103516,3128.978605,0.335825062,0.663167547,0.506395501,-9999,-9999,-9999,1,0
"2176",2176,100,166.56,"3038488.2013.29",228,2,1,13.88,3.545,0,2.427,23.25580978,-28.45617867,32.88757324,89475.33083,0.19203478,0.663167547,0.289572041,-9999,-9999,-9999,1,0
"2179",2179,100,44.556,"3038489.2013.29",228,2,1,3.713,3.5,0,2,23.28490067,-33.38969421,41.75756836,81983.12151,0.113051499,0.663167547,0.170472002,-9999,-9999,-9999,1,0
"2182",2182,100,121.14,"3038502.2013.29",228,2,1,10.095,3.1,0,3,23.62572098,-825.1918945,144.4567413,8344.692583,0.343967325,0.663167547,0.518673337,-9999,-9999,-9999,1,0
"2185",2185,100,121.764,"3038728.2013.29",228,2,1,10.147,3.2,0,3,23.22484779,-30.74595261,38.01981735,83423.68665,0.34706456,0.663167547,0.523343703,-9999,-9999,-9999,1,0
"2188",2188,100,6.48,"3038736.2013.29",228,2,1,0.54,4,0,2,23.98422241,-62.09430313,98.94171143,31246.85582,0.119760401,0.663167547,0.180588453,-9999,-9999,-9999,1,0
"2191",2191,100,1.128,"3038737.2013.29",228,2,1,0.094,4,0,2,23.99557495,-68.68412018,106.9636765,23271.39818,0.119760401,0.663167547,0.180588453,-9999,-9999,-9999,1,0
"2194",2194,100,120.984,"3038742.2013.29",228,2,1,10.082,3.1,0,3,23.97153091,-1254.462646,149.4559631,13431.33306,0.343967325,0.663167547,0.518673337,-9999,-9999,-9999,1,0
"2197",2197,100,86.424,"3038967.2013.29",228,2,1,7.202,3.2,0,3,23.27762413,-26.6154995,34.9266777,81960.56843,0.34706456,0.663167547,0.523343703,-9999,-9999,-9999,1,0
"2200",2200,100,43.308,"3038968.2013.29",228,2,1,3.609,3.2,0,3,23.24342346,-35.55329132,42.96157837,75453.95624,0.34706456,0.663167547,0.523343703,-9999,-9999,-9999,1,0
"2203",2203,100,109.848,"3038975.2013.29",228,2,1,9.154,3.429,0,2,24.09622765,-59.01337051,97.31395721,30615.72792,0.112126861,0.663167547,0.169077726,-9999,-9999,-9999,1,0
"2206",2206,100,127.488,"3038976.2013.29",228,2,1,10.624,3.962,0,2,23.9700222,-68.95981598,104.7721329,25155.66401,0.119238218,0.663167547,0.179801046,-9999,-9999,-9999,1,0
"2209",2209,100,115.812,"3038982.2013.29",228,2,1,9.651,3.392,0.949,2.532,24.42406654,-1760.815552,154.8439941,19466.80719,0.213615501,0.663167547,0.322113924,-9999,-9999,-9999,1,0
"2212",2212,100,60.396,"3039205.2013.29",228,2,1,5.033,2.841,0,3,22.69265747,-20.47718048,29.42848778,90893.95623,0.336008337,0.663167547,0.506671864,-9999,-9999,-9999,1,0
"2215",2215,100,35.292,"3039206.2013.29",228,2,1,2.941,3.2,0,3,22.97731781,-29.10252762,35.03781509,82757.649,0.34706456,0.663167547,0.523343703,-9999,-9999,-9999,1,0
"2218",2218,100,33.132,"3039214.2013.29",228,2,1,2.761,3.18,1,2,24.07743263,-57.41644287,97.36817932,25819.00081,0.108938008,0.663167547,0.164269208,-9999,-9999,-9999,1,0
"2221",2221,100,96.384,"3039215.2013.29",228,2,1,8.032,3.237,0.815,2,24.02369308,-63.56604004,104.2384567,20941.6165,0.109660637,0.663167547,0.165358871,-9999,-9999,-9999,1,0
"2224",2224,100,100.164,"3039217.2013.29",228,2,1,8.347,3.383,0.448,3,23.61291504,-79.72273254,119.2402954,11198.37318,0.352766087,0.663167547,0.531941118,-9999,-9999,-9999,1,0
"2227",2227,100,120.936,"3039218.2013.29",228,2,1,10.078,3.6,2,3,23.60873985,-114.8428726,126.891304,3368.134273,0.359580867,0.663167547,0.542217225,-9999,-9999,-9999,1,0
"2230",2230,100,120.864,"3039219.2013.29",228,2,1,10.072,3.963,2,2.395,23.73121834,-302.3283691,134.5476379,4407.030454,0.193422375,0.663167547,0.291664415,-9999,-9999,-9999,1,0
"2233",2233,100,113.112,"3039220.2013.29",228,2,1,9.426,4.2,2.988,2,23.90778732,-1028.588989,143.2176056,12229.11942,0.122542706,0.663167547,0.18478393,-9999,-9999,-9999,1,0
"2236",2236,100,86.796,"3039222.2013.29",228,2,1,7.233,3.8,2.995,2,24.3764782,-2134.386963,159.9316711,25811.09484,0.117034958,0.663167547,0.176478718,-9999,-9999,-9999,1,0
"2239",2239,100,34.548,"3039223.2013.29",228,2,1,2.879,3.8,3,2,24.47001457,-2319.839111,168.3677826,33514.91158,0.117034958,0.663167547,0.176478718,-9999,-9999,-9999,1,0
"2242",2242,100,140.184,"3039445.2013.29",228,2,1,11.682,2.473,0,3,22.83419037,-22.80444336,29.53380966,85682.26591,0.32486363,0.663167547,0.489866598,-9999,-9999,-9999,1,0
"2245",2245,100,36.852,"3039446.2013.29",228,2,1,3.071,2.4,0,3,23.03385353,-30.03593826,39.01118469,77051.10955,0.322676695,0.663167547,0.486568888,-9999,-9999,-9999,1,0
"2248",2248,100,130.212,"3039454.2013.29",228,2,1,10.851,2.977,1,2,24.09193039,-59.5429039,104.3194656,18676.38255,0.106399449,0.663167547,0.160441278,-9999,-9999,-9999,1,0
"2251",2251,100,7.824,"3039460.2013.29",228,2,1,0.652,4.2,3,2,24.09193802,-1702.307007,148.9926453,18547.44769,0.122542706,0.663167547,0.18478393,-9999,-9999,-9999,1,0
"2254",2254,100,119.628,"3039461.2013.29",228,2,1,9.969,3.892,3,2,24.18507004,-2117.295654,157.089798,26354.42507,0.118281655,0.663167547,0.178358631,-9999,-9999,-9999,1,0
"2257",2257,100,120.744,"3039462.2013.29",228,2,1,10.062,3.8,3,2,24.3898468,-2325.012451,165.3366089,33744.01676,0.117034958,0.663167547,0.176478718,-9999,-9999,-9999,1,0
