"","segment","Effort","TRIPID","TripID_Num","survey","Season","SIGHTTIME","USEDINEST","CLOUDCOVERAGE","TURBIDITY","beaufort","SUBJ_WAVG","GLAREMAG_WAVG","CELLAREA_KM2","object","SPECIES","Species_Hab_Num","detected","SIGHTLAT","SIGHTLON","observer","TEAM","OBSERVER_Name","BEHAVIOR","CUE","SWELLHEIGHT","distance","AVAILAFT","TRANSECT","SWIMDIR","size","ECOREGION","survey.1","plat.id","surv.id","Region.Label","Sample.Label","JD"
"1342","3027041.2012.14",5.776,"TONE12SPR",5,2,1,NA,"",NA,NA,3.2,2.75,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"5926. TONE12SPR:3027041:13","5798. 3027041",108
"1343","3027044.2012.41",11.261,"TONE12FAL",6,2,3,NA,"",NA,NA,3.2,2.75,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"5929. TONE12FAL:3027044:40","5801. 3027044",324
"1344","3027050.2012.41",6.836,"TONE12FAL",6,2,3,14.943,"yes",0,0,3.024,3,3,100,28937,"BODO",-9999,-9999,42.85297012,-64.26132202,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/36",310,-9999,"SS","NEA",2,4,"2374. TONE12FAL:3027050:40","2359. 3027050",324
"1345","3027050.2012.41",6.836,"TONE12FAL",6,2,3,14.943,"yes",0,0,3.024,3,3,100,28937,"BODO",-9999,-9999,42.85297012,-64.26132202,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/36",310,-9999,"SS","NEA",2,4,"2374. TONE12FAL:3027050:40","2359. 3027050",324
"1346","3027051.2012.41",5.635,"TONE12FAL",6,2,3,14.925,"yes",0,0,3.323,3,3,100,28936,"MIWH",-9999,-9999,42.82754517,-64.24156189,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/36",200,-9999,"SS","NEA",2,4,"2373. TONE12FAL:3027051:40","2358. 3027051",324
"1347","3027051.2012.41",5.635,"TONE12FAL",6,2,3,14.925,"yes",0,0,3.323,3,3,100,28936,"MIWH",-9999,-9999,42.82754517,-64.24156189,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/36",200,-9999,"SS","NEA",2,4,"2373. TONE12FAL:3027051:40","2358. 3027051",324
"1348","3027056.2012.41",0.654,"TONE12FAL",6,2,3,NA,"",NA,NA,3.5,2.25,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"5934. TONE12FAL:3027056:40","5806. 3027056",324
"1349","3027057.2012.41",11.609,"TONE12FAL",6,2,3,NA,"",NA,NA,3.484,2.219,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"5935. TONE12FAL:3027057:40","5807. 3027057",324
"1350","3027063.2012.41",8.879,"TONE12FAL",6,2,3,NA,"",NA,NA,3.185,3,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NEA",2,4,"5937. TONE12FAL:3027063:40","5809. 3027063",324
"1351","3027064.2012.41",3.581,"TONE12FAL",6,2,3,NA,"",NA,NA,3.1,3,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NEA",2,4,"5938. TONE12FAL:3027064:40","5810. 3027064",324
"1352","3027069.2012.41",2.173,"TONE12FAL",6,2,3,NA,"",NA,NA,3.1,2.75,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NEA",2,4,"5939. TONE12FAL:3027069:40","5811. 3027069",324
"1353","3027070.2012.41",9.732,"TONE12FAL",6,2,3,NA,"",NA,NA,3.1,2.75,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NEA",2,4,"5940. TONE12FAL:3027070:40","5812. 3027070",324
"1354","3027238.2011.29",2.116,"TONE11SUM",3,2,2,NA,"",NA,NA,2.5,3,1,34.917795,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,2,"5941. TONE11SUM:3027238:28","5813. 3027238",228
"1355","3027241.2012.17",9.832,"TONE12SPR",5,2,1,14.723,"yes",0,1,2.014,3.661,3,100,29370,"HAPO",-9999,-9999,43.13389587,-70.28616333,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/32",180,-9999,"GOM","NEA",2,5,"2518. TONE12SPR:3027241:16","2502. 3027241",132
"1356","3027241.2012.17",9.832,"TONE12SPR",5,2,1,14.723,"yes",0,1,2.014,3.661,3,100,29370,"HAPO",-9999,-9999,43.13389587,-70.28616333,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/32",180,-9999,"GOM","NEA",2,5,"2518. TONE12SPR:3027241:16","2502. 3027241",132
"1357","3027241.2012.17",9.832,"TONE12SPR",5,2,1,14.733,"yes",0,1,2.014,3.661,3,100,29371,"HAPO",-9999,-9999,43.14671326,-70.30163574,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/32",180,-9999,"GOM","NEA",2,5,"2518. TONE12SPR:3027241:16","2502. 3027241",132
"1358","3027241.2012.17",9.832,"TONE12SPR",5,2,1,14.733,"yes",0,1,2.014,3.661,3,100,29371,"HAPO",-9999,-9999,43.14671326,-70.30163574,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/32",180,-9999,"GOM","NEA",2,5,"2518. TONE12SPR:3027241:16","2502. 3027241",132
"1359","3027242.2012.17",4.169,"TONE12SPR",5,2,1,NA,"",NA,NA,2.7,3.25,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,5,"5948. TONE12SPR:3027242:16","5820. 3027242",132
"1360","3027244.2012.14",5.564,"TONE12SPR",5,2,1,NA,"",NA,NA,3.3,3,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,5,"5950. TONE12SPR:3027244:13","5822. 3027244",108
"1361","3027244.2011.29",5.226,"TONE11SUM",3,2,2,NA,"",NA,NA,3.3,2,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,2,"5952. TONE11SUM:3027244:28","5824. 3027244",228
"1362","3027244.2012.38",5.526,"TONE12FAL",6,2,3,18.145,"yes",5,1,3,2.75,3,100,28598,"UNCW",-9999,-9999,43.13840103,-69.90507507,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/22",180,-9999,"GOM","NEA",2,4,"2288. TONE12FAL:3027244:37","2273. 3027244",300
"1363","3027244.2012.38",5.526,"TONE12FAL",6,2,3,18.145,"yes",5,1,3,2.75,3,100,28598,"UNCW",-9999,-9999,43.13840103,-69.90507507,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/22",180,-9999,"GOM","NEA",2,4,"2288. TONE12FAL:3027244:37","2273. 3027244",300
"1364","3027245.2012.14",8.706,"TONE12SPR",5,2,1,NA,"",NA,NA,3.079,3,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,5,"5960. TONE12SPR:3027245:13","5831. 3027245",108
"1365","3027245.2011.29",9.036,"TONE11SUM",3,2,2,NA,"",NA,NA,3.163,2.595,1,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,2,"5962. TONE11SUM:3027245:28","5833. 3027245",228
"1366","3027245.2012.38",8.74,"TONE12FAL",6,2,3,NA,"",NA,NA,3.774,2.508,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,4,"5959. TONE12FAL:3027245:37","5830. 3027245",300
"1367","3027248.2012.17",12.852,"TONE12SPR",5,2,1,16.657,"yes",5,2,2,2.25,3,100,29386,"BODO",-9999,-9999,43.05012512,-69.3914566,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/33",300,-9999,"GOM","NEA",2,5,"2522. TONE12SPR:3027248:16","2506. 3027248",132
"1368","3027248.2012.17",12.852,"TONE12SPR",5,2,1,16.638,"yes",5,2,2,2.25,3,100,29385,"WSDO",-9999,-9999,43.0763855,-69.42320251,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/33",180,-9999,"GOM","NEA",2,5,"2522. TONE12SPR:3027248:16","2506. 3027248",132
"1369","3027248.2012.17",12.852,"TONE12SPR",5,2,1,16.657,"yes",5,2,2,2.25,3,100,29386,"BODO",-9999,-9999,43.05012512,-69.3914566,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/33",300,-9999,"GOM","NEA",2,5,"2522. TONE12SPR:3027248:16","2506. 3027248",132
"1370","3027248.2012.17",12.852,"TONE12SPR",5,2,1,16.638,"yes",5,2,2,2.25,3,100,29385,"WSDO",-9999,-9999,43.0763855,-69.42320251,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/33",180,-9999,"GOM","NEA",2,5,"2522. TONE12SPR:3027248:16","2506. 3027248",132
"1371","3027249.2012.17",1.277,"TONE12SPR",5,2,1,NA,"",NA,NA,2,2.25,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,5,"5970. TONE12SPR:3027249:16","5841. 3027249",132
"1372","3027251.2012.14",6.919,"TONE12SPR",5,2,1,NA,"",NA,NA,3.584,1.779,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,5,"5975. TONE12SPR:3027251:13","5846. 3027251",108
"1373","3027251.2011.29",7.304,"TONE11SUM",3,2,2,NA,"",NA,NA,1.975,3,2.877,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,2,"5978. TONE11SUM:3027251:28","5849. 3027251",228
"1374","3027251.2012.38",6.979,"TONE12FAL",6,2,3,NA,"",NA,NA,3,3.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,4,"5974. TONE12FAL:3027251:37","5845. 3027251",300
"1375","3027252.2012.14",7.609,"TONE12SPR",5,2,1,NA,"",NA,NA,3.178,2.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,5,"5985. TONE12SPR:3027252:13","5856. 3027252",108
"1376","3027252.2011.29",7.231,"TONE11SUM",3,2,2,NA,"",NA,NA,2,3,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,2,"5988. TONE11SUM:3027252:28","5859. 3027252",228
"1377","3027252.2012.38",7.544,"TONE12FAL",6,2,3,NA,"",NA,NA,3,3.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,4,"5984. TONE12FAL:3027252:37","5855. 3027252",300
"1378","3027255.2012.17",3.255,"TONE12SPR",5,2,1,NA,"",NA,NA,2.2,2.506,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,5,"5995. TONE12SPR:3027255:16","5865. 3027255",132
"1379","3027256.2012.17",5.505,"TONE12SPR",5,2,1,NA,"",NA,NA,2.783,2.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,5,"5997. TONE12SPR:3027256:16","5867. 3027256",132
"1380","3027258.2012.14",1.218,"TONE12SPR",5,2,1,NA,"",NA,NA,3,3.25,0,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,5,"5999. TONE12SPR:3027258:13","5869. 3027258",108
"1381","3027258.2011.29",1.392,"TONE11SUM",3,2,2,NA,"",NA,NA,2.8,2.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,2,"6004. TONE11SUM:3027258:28","5873. 3027258",228
"1382","3027258.2012.39",1.325,"TONE12FAL",6,2,3,NA,"",NA,NA,3.9,2.667,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,4,"6001. TONE12FAL:3027258:38","2986. 3027258",308
"1383","3027259.2012.14",13.066,"TONE12SPR",5,2,1,NA,"",NA,NA,2.878,3.25,0,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,5,"6007. TONE12SPR:3027259:13","5876. 3027259",108
"1384","3027259.2011.29",12.859,"TONE11SUM",3,2,2,NA,"",NA,NA,2.8,2.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,2,"6012. TONE11SUM:3027259:28","5881. 3027259",228
"1385","3027259.2012.39",12.956,"TONE12FAL",6,2,3,NA,"",NA,NA,3.9,2.667,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,4,"6009. TONE12FAL:3027259:38","5878. 3027259",308
"1386","3027262.2012.17",0.831,"TONE12SPR",5,2,1,NA,"",NA,NA,1.8,2.5,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"GOM","NEA",2,5,"6015. TONE12SPR:3027262:16","5883. 3027262",132
"1387","3027263.2012.17",13.495,"TONE12SPR",5,2,1,15.469,"yes",99,1,1.8,2.503,2,100,29418,"WSDO",-9999,-9999,42.96144867,-67.57758331,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/35",0,-9999,"GOM","NEA",2,5,"2540. TONE12SPR:3027263:16","2524. 3027263",132
"1388","3027263.2012.17",13.495,"TONE12SPR",5,2,1,15.494,"yes",99,1,1.8,2.503,2,100,29420,"HAPO",-9999,-9999,42.99506378,-67.61752319,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/35",190,-9999,"GOM","NEA",2,5,"2540. TONE12SPR:3027263:16","2524. 3027263",132
"1389","3027263.2012.17",13.495,"TONE12SPR",5,2,1,15.494,"yes",99,1,1.8,2.503,2,100,29420,"HAPO",-9999,-9999,42.99506378,-67.61752319,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/35",190,-9999,"GOM","NEA",2,5,"2540. TONE12SPR:3027263:16","2524. 3027263",132
"1390","3027263.2012.17",13.495,"TONE12SPR",5,2,1,15.469,"yes",99,1,1.8,2.503,2,100,29418,"WSDO",-9999,-9999,42.96144867,-67.57758331,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","L/35",0,-9999,"GOM","NEA",2,5,"2540. TONE12SPR:3027263:16","2524. 3027263",132
"1391","3027266.2012.14",1.269,"TONE12SPR",5,2,1,NA,"",NA,NA,1.5,3.25,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"6019. TONE12SPR:3027266:13","5887. 3027266",108
"1392","3027266.2011.29",1.28,"TONE11SUM",3,2,2,NA,"",NA,NA,2.5,4,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"6023. TONE11SUM:3027266:28","5891. 3027266",228
"1393","3027266.2012.39",0.626,"TONE12FAL",6,2,3,NA,"",NA,NA,3.4,2.75,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"6021. TONE12FAL:3027266:38","5889. 3027266",308
"1394","3027267.2012.14",13.067,"TONE12SPR",5,2,1,NA,"",NA,NA,1.884,3.353,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"6025. TONE12SPR:3027267:13","5893. 3027267",108
"1395","3027267.2011.29",13.092,"TONE11SUM",3,2,2,NA,"",NA,NA,2.691,3.863,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"6028. TONE11SUM:3027267:28","5896. 3027267",228
"1396","3027267.2012.39",13.779,"TONE12FAL",6,2,3,15.345,"yes",10,0,3.528,2.75,3,100,28711,"FIWH",1,1,42.92288971,-67.07592773,2,"back","SM2","SWIMMING","Animal",NA,203,"Y","A/25",185,1,"SS","NEA",2,4,"2316. TONE12FAL:3027267:38","2301. 3027267",308
"1397","3027267.2012.39",13.779,"TONE12FAL",6,2,3,15.345,"yes",10,0,3.528,2.75,3,100,28711,"FIWH",1,1,42.92288971,-67.07592773,1,"front","CA1","SWIMMING","Animal",NA,203,"Y","A/25",185,1,"SS","NEA",2,4,"2316. TONE12FAL:3027267:38","2301. 3027267",308
"1398","3027267.2012.39",13.779,"TONE12FAL",6,2,3,15.361,"yes",10,0,3.528,2.75,3,100,28712,"FIWH",1,0,42.94308853,-67.0998764,1,"front","RD2","DIVING","Animal",NA,16,"Y","A/25",0,1,"SS","NEA",2,4,"2316. TONE12FAL:3027267:38","2301. 3027267",308
"1399","3027267.2012.39",13.779,"TONE12FAL",6,2,3,15.361,"yes",10,0,3.528,2.75,3,100,28712,"FIWH",1,1,42.94308853,-67.0998764,2,"back","RD2","DIVING","Animal",NA,16,"Y","A/25",0,1,"SS","NEA",2,4,"2316. TONE12FAL:3027267:38","2301. 3027267",308
"1400","3027270.2012.17",1.31,"TONE12SPR",5,2,1,NA,"",NA,NA,4,2.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"6029. TONE12SPR:3027270:16","5897. 3027270",132
"1401","3027270.2011.29",8.784,"TONE11SUM",3,2,2,NA,"",NA,NA,2.8,3,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"6030. TONE11SUM:3027270:28","5898. 3027270",228
"1402","3027271.2012.17",12.795,"TONE12SPR",5,2,1,NA,"",NA,NA,3.809,2.5,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"6031. TONE12SPR:3027271:16","5899. 3027271",132
"1403","3027271.2011.29",5.021,"TONE11SUM",3,2,2,NA,"",NA,NA,2.8,3,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,2,"6032. TONE11SUM:3027271:28","5900. 3027271",228
"1404","3027274.2012.15",6.423,"TONE12SPR",5,2,1,NA,"",NA,NA,3,2.5,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"6034. TONE12SPR:3027274:14","5902. 3027274",116
"1405","3027274.2012.42",6.356,"TONE12FAL",6,2,3,NA,"",NA,NA,3.3,2.5,0,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"6033. TONE12FAL:3027274:41","5901. 3027274",332
"1406","3027275.2012.15",8.095,"TONE12SPR",5,2,1,NA,"",NA,NA,3,2.5,2,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"6037. TONE12SPR:3027275:14","5905. 3027275",116
"1407","3027275.2011.30",10.031,"TONE11SUM",3,2,2,21.416,"yes",99,1,1.325,3,2,100,27643,"HAPO",-9999,-9999,42.84785461,-66.09693146,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/85",270,-9999,"SS","NEA",2,2,"2153. TONE11SUM:3027275:29","2140. 3027275",236
"1408","3027275.2011.30",10.031,"TONE11SUM",3,2,2,21.434,"yes",99,1,1.325,3,2,100,27644,"HAPO",-9999,-9999,42.87826538,-66.08963776,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/85",190,-9999,"SS","NEA",2,2,"2153. TONE11SUM:3027275:29","2140. 3027275",236
"1409","3027275.2011.30",10.031,"TONE11SUM",3,2,2,21.416,"yes",99,1,1.325,3,2,100,27643,"HAPO",-9999,-9999,42.84785461,-66.09693146,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/85",270,-9999,"SS","NEA",2,2,"2153. TONE11SUM:3027275:29","2140. 3027275",236
"1410","3027275.2011.30",10.031,"TONE11SUM",3,2,2,21.434,"yes",99,1,1.325,3,2,100,27644,"HAPO",-9999,-9999,42.87826538,-66.08963776,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/85",190,-9999,"SS","NEA",2,2,"2153. TONE11SUM:3027275:29","2140. 3027275",236
"1411","3027275.2012.42",8.137,"TONE12FAL",6,2,3,NA,"",NA,NA,3.147,2.5,0,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"6036. TONE12FAL:3027275:41","5904. 3027275",332
"1412","3027277.2011.30",10.738,"TONE11SUM",3,2,2,20.872,"yes",40,1,2.156,2.156,3,100,27600,"HAPO",-9999,-9999,42.86999893,-65.90434265,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/86",0,-9999,"SS","NEA",2,2,"2145. TONE11SUM:3027277:29","2132. 3027277",236
"1413","3027277.2011.30",10.738,"TONE11SUM",3,2,2,20.872,"yes",40,1,2.156,2.156,3,100,27600,"HAPO",-9999,-9999,42.86999893,-65.90434265,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","R/86",0,-9999,"SS","NEA",2,2,"2145. TONE11SUM:3027277:29","2132. 3027277",236
"1414","3027280.2012.41",10.245,"TONE12FAL",6,2,3,NA,"",NA,NA,3.421,3,0,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"6040. TONE12FAL:3027280:40","5908. 3027280",324
"1415","3027281.2012.14",4.469,"TONE12SPR",5,2,1,NA,"",NA,NA,3.2,2.75,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,5,"6044. TONE12SPR:3027281:13","5912. 3027281",108
"1416","3027285.2012.41",6.605,"TONE12FAL",6,2,3,NA,"",NA,NA,3.081,2.75,2.596,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"6047. TONE12FAL:3027285:40","5915. 3027285",324
"1417","3027291.2012.41",11.024,"TONE12FAL",6,2,3,14.759,"yes",0,0,3.6,3,3,100,28933,"FIWH",1,1,42.71938324,-64.15783691,2,"back","RD2","SWIMMING","Animal",NA,0,"Y","A/36",270,1,"SS","NEA",2,4,"2372. TONE12FAL:3027291:40","2357. 3027291",324
"1418","3027291.2012.41",11.024,"TONE12FAL",6,2,3,14.759,"yes",0,0,3.6,3,3,100,28933,"FIWH",1,0,42.71938324,-64.15783691,1,"front","RD2","SWIMMING","Animal",NA,0,"Y","A/36",270,1,"SS","NEA",2,4,"2372. TONE12FAL:3027291:40","2357. 3027291",324
"1419","3027291.2012.41",11.024,"TONE12FAL",6,2,3,14.758,"yes",0,0,3.6,3,3,100,28932,"FIWH",1,1,42.71771622,-64.15653229,1,"front","RH2","SWIMMING","Blow",NA,453,"N","A/36",260,2,"SS","NEA",2,4,"2372. TONE12FAL:3027291:40","2357. 3027291",324
"1420","3027291.2012.41",11.024,"TONE12FAL",6,2,3,14.76,"yes",0,0,3.6,3,3,100,28934,"FIWH",1,1,42.72104263,-64.15911865,1,"front","GF2","SWIMMING","Animal",NA,49,"Y","A/36",270,1,"SS","NEA",2,4,"2372. TONE12FAL:3027291:40","2357. 3027291",324
"1421","3027291.2012.41",11.024,"TONE12FAL",6,2,3,14.758,"yes",0,0,3.6,3,3,100,28932,"FIWH",1,0,42.71771622,-64.15653229,2,"back","RH2","SWIMMING","Blow",NA,453,"N","A/36",260,2,"SS","NEA",2,4,"2372. TONE12FAL:3027291:40","2357. 3027291",324
"1422","3027291.2012.41",11.024,"TONE12FAL",6,2,3,14.76,"yes",0,0,3.6,3,3,100,28934,"FIWH",1,1,42.72104263,-64.15911865,2,"back","HM1","SWIMMING","Animal",NA,49,"Y","A/36",270,1,"SS","NEA",2,4,"2372. TONE12FAL:3027291:40","2357. 3027291",324
"1423","3027292.2012.41",1.293,"TONE12FAL",6,2,3,NA,"",NA,NA,3.6,3,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"6049. TONE12FAL:3027292:40","5917. 3027292",324
"1424","3027297.2012.41",5.652,"TONE12FAL",6,2,3,NA,"",NA,NA,3.7,2,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SS","NEA",2,4,"6052. TONE12FAL:3027297:40","5920. 3027297",324
"1425","3027298.2012.41",6.633,"TONE12FAL",6,2,3,NA,"",NA,NA,3.7,2.198,3,100,NA,"",-9999,-9999,NA,NA,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","",NA,-9999,"SB","NEA",2,4,"6053. TONE12FAL:3027298:40","5921. 3027298",324
"1426","3027304.2012.41",11.962,"TONE12FAL",6,2,3,13.965,"yes",10,0,3.1,3,3,100,28962,"STDO",-9999,-9999,42.62054062,-62.63977814,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/38",100,-9999,"SB","NEA",2,4,"2385. TONE12FAL:3027304:40","2370. 3027304",324
"1427","3027304.2012.41",11.962,"TONE12FAL",6,2,3,13.965,"yes",10,0,3.1,3,3,100,28961,"STDO",-9999,-9999,42.62054062,-62.63977814,-9999,"-9999","-9999","-9999","-9999",NA,-9999,"-9999","A/38",180,-9999,"SB","NEA",2,4,"2385. TONE12FAL:3027304:40","2370. 3027304",324
